,locality,Year,house price
10023,KILSYTH SOUTH,2018-2019,-8.0
10024,KINGLAKE,2018-2019,16.0
10025,KINGS PARK,2018-2019,-7.0
10026,KINGSBURY,2018-2019,-10.0
10027,KINGSVILLE,2018-2019,2.0
10028,KNOXFIELD,2018-2019,-7.0
10029,KOO WEE RUP,2018-2019,8.0
10030,KOONDROOK,2018-2019,-21.0
10031,KOROIT,2018-2019,-1.0
10032,KORUMBURRA,2018-2019,0.0
10033,KURUNJANG,2018-2019,-3.0
10034,KYABRAM,2018-2019,1.0
10035,KYNETON,2018-2019,8.0
10036,LAKE BOGA,2018-2019,9.0
10037,LAKE GARDENS,2018-2019,-4.0
10038,LAKE TYERS BEACH,2018-2019,19.0
10039,LAKE WENDOUREE,2018-2019,8.0
10040,LAKES ENTRANCE,2018-2019,-5.0
10041,LALOR,2018-2019,-6.0
10042,LANCEFIELD,2018-2019,10.0
10043,LANG LANG,2018-2019,4.0
10044,LANGWARRIN,2018-2019,-4.0
10045,LARA,2018-2019,-4.0
10046,LARA LAKE,2018-2019,2.0
10047,LAUNCHING PLACE,2018-2019,4.0
10048,LAVERTON,2018-2019,-9.0
10049,LAVERTON SOUTH,2018-2019,-4.0
10050,LEARMONTH,2018-2019,1.0
10051,LENEVA,2018-2019,10.0
10052,LEONGATHA,2018-2019,2.0
10053,LEOPOLD,2018-2019,2.0
10054,LILYDALE,2018-2019,-4.0
10055,LINTON,2018-2019,8.0
10056,LISMORE,2018-2019,9.0
10057,LOCH SPORT,2018-2019,6.0
10058,LOCKINGTON,2018-2019,21.0
10059,LONG GULLY,2018-2019,4.0
10060,LONGWARRY,2018-2019,-1.0
10061,LORNE,2018-2019,2.0
10062,LOVELY BANKS,2018-2019,9.0
10063,LOWER PLENTY,2018-2019,-14.0
10064,LUCAS,2018-2019,9.0
10065,LUCKNOW,2018-2019,-2.0
10066,LYNBROOK,2018-2019,-3.0
10067,LYNDHURST,2018-2019,-4.0
10068,LYSTERFIELD,2018-2019,-2.0
10069,LYSTERFIELD SOUTH,2018-2019,-18.0
10070,MACEDON,2018-2019,-2.0
10071,MACLEOD,2018-2019,-1.0
10072,MACS COVE,2018-2019,11.0
10073,MADDINGLEY,2018-2019,4.0
10074,MAFFRA,2018-2019,-2.0
10075,MAIDEN GULLY,2018-2019,3.0
10076,MAIDSTONE,2018-2019,-3.0
10077,MALDON,2018-2019,21.0
10078,MALLACOOTA,2018-2019,40.0
10079,MALMSBURY,2018-2019,3.0
10080,MALVERN,2018-2019,-4.0
10081,MALVERN EAST,2018-2019,-7.0
10082,MANANGATANG,2018-2019,18.0
10083,MANIFOLD HEIGHTS,2018-2019,-9.0
10084,MANOR LAKES,2018-2019,2.0
10085,MANSFIELD,2018-2019,6.0
10086,MARENGO,2018-2019,15.0
10087,MARIBYRNONG,2018-2019,-4.0
10088,MARONG,2018-2019,15.0
10089,MARSHALL,2018-2019,4.0
10090,MARYBOROUGH,2018-2019,3.0
10091,MARYSVILLE,2018-2019,-3.0
10092,MCCRAE,2018-2019,-6.0
10093,MCKENZIE HILL,2018-2019,8.0
10094,MCKINNON,2018-2019,-2.0
10095,MEADOW HEIGHTS,2018-2019,-7.0
10096,MELTON,2018-2019,-7.0
10097,MELTON SOUTH,2018-2019,-6.0
10098,MELTON WEST,2018-2019,-6.0
10099,MENTONE,2018-2019,-5.0
10100,MENZIES CREEK,2018-2019,-10.0
10101,MERBEIN,2018-2019,17.0
10102,MERINDA PARK,2018-2019,-9.0
10103,MERNDA,2018-2019,-4.0
10104,MERRIJIG (MANSFIELD),2018-2019,-8.0
10105,METUNG,2018-2019,14.0
10106,MICKLEHAM,2018-2019,1.0
10107,MIDDLE PARK,2018-2019,2.0
10108,MILDURA,2018-2019,10.0
10109,MILL PARK,2018-2019,0.0
10110,MILLGROVE,2018-2019,1.0
10111,MINERS REST,2018-2019,7.0
10112,MINYIP,2018-2019,41.0
10113,MIRBOO NORTH,2018-2019,7.0
10114,MITCHAM,2018-2019,-6.0
10115,MITCHELL PARK,2018-2019,3.0
10116,MOE,2018-2019,5.0
10117,MONBULK,2018-2019,-3.0
10118,MONT ALBERT,2018-2019,-16.0
10119,MONT ALBERT NORTH,2018-2019,-4.0
10120,MONTMORENCY,2018-2019,-8.0
10121,MONTROSE,2018-2019,-4.0
10122,MOONEE PONDS,2018-2019,-4.0
10123,MOORABBIN,2018-2019,-7.0
10124,MOOROOLBARK,2018-2019,-7.0
10125,MOOROOPNA,2018-2019,8.0
10126,MORDIALLOC,2018-2019,-3.0
10127,MORNINGTON,2018-2019,-6.0
10128,MORTLAKE,2018-2019,-1.0
10129,MORWELL,2018-2019,8.0
10130,MOUNT BEAUTY,2018-2019,10.0
10131,MOUNT CLEAR,2018-2019,5.0
10132,MOUNT DANDENONG,2018-2019,2.0
10133,MOUNT DUNEED,2018-2019,1.0
10134,MOUNT ELIZA,2018-2019,-5.0
10135,MOUNT EVELYN,2018-2019,-5.0
10136,MOUNT HELEN,2018-2019,0.0
10137,MOUNT MACEDON,2018-2019,-10.0
10138,MOUNT MARTHA,2018-2019,4.0
10139,MOUNT PLEASANT,2018-2019,8.0
10140,MOUNT WAVERLEY,2018-2019,-4.0
10141,MULGRAVE,2018-2019,-2.0
10142,MURCHISON,2018-2019,9.0
10143,MURRUMBEENA,2018-2019,-8.0
10144,MURTOA,2018-2019,8.0
10145,MYRTLEFORD,2018-2019,7.0
10146,NAGAMBIE,2018-2019,7.0
10147,NARRE WARREN,2018-2019,-4.0
10148,NARRE WARREN NORTH,2018-2019,-9.0
10149,NARRE WARREN SOUTH,2018-2019,-2.0
10150,NATHALIA,2018-2019,9.0
10151,NATIMUK,2018-2019,-6.0
10152,NEERIM SOUTH,2018-2019,-3.0
10153,NELSON,2018-2019,-3.0
10154,NERRINA,2018-2019,7.0
10155,NEW GISBORNE,2018-2019,-8.0
10156,NEWBOROUGH,2018-2019,2.0
10157,NEWCOMB,2018-2019,-4.0
10158,NEWINGTON,2018-2019,6.0
10159,NEWLANDS ARM,2018-2019,21.0
10160,NEWPORT,2018-2019,0.0
10161,NEWSTEAD,2018-2019,39.0
10162,NEWTOWN (GREATER GEELONG),2018-2019,-2.0
10163,NHILL,2018-2019,-8.0
10164,NICHOLS POINT,2018-2019,-9.0
10165,NIDDRIE,2018-2019,0.0
10166,NOBLE PARK,2018-2019,-8.0
10167,NOBLE PARK NORTH,2018-2019,-8.0
10168,NOOJEE,2018-2019,-12.0
10169,NORLANE,2018-2019,-2.0
10170,NORTH BENDIGO,2018-2019,5.0
10171,NORTH GEELONG,2018-2019,1.0
10172,NORTH MELBOURNE,2018-2019,10.0
10173,NORTH WONTHAGGI,2018-2019,5.0
10174,NORTHCOTE,2018-2019,-3.0
10175,NOTTING HILL,2018-2019,-9.0
10176,NUMURKAH,2018-2019,12.0
10177,NUNAWADING,2018-2019,-4.0
10178,NYAH WEST,2018-2019,-37.0
10179,NYORA,2018-2019,9.0
10180,OAK PARK,2018-2019,-4.0
10181,OAKLEIGH,2018-2019,-12.0
10182,OAKLEIGH EAST,2018-2019,-5.0
10183,OAKLEIGH SOUTH,2018-2019,-5.0
10184,OCEAN GROVE,2018-2019,1.0
10185,OFFICER,2018-2019,0.0
10186,OFFICER SOUTH,2018-2019,20.0
10187,OLINDA,2018-2019,-2.0
10188,ORBOST,2018-2019,12.0
10189,ORMOND,2018-2019,-8.0
10190,OSBORNE,2018-2019,3.0
10191,OUYEN,2018-2019,6.0
10192,PAKENHAM,2018-2019,-7.0
10193,PARADISE BEACH,2018-2019,1.0
10194,PARK ORCHARDS,2018-2019,-1.0
10195,PARKDALE,2018-2019,-7.0
10196,PARKVILLE,2018-2019,-39.0
10197,PASCOE VALE,2018-2019,-5.0
10198,PASCOE VALE SOUTH,2018-2019,-1.0
10199,PATTERSON GARDENS,2018-2019,3.0
10200,PATTERSON LAKES,2018-2019,-10.0
10201,PAYNESVILLE,2018-2019,-4.0
10202,PEARCEDALE,2018-2019,2.0
10203,PENSHURST,2018-2019,0.0
10204,PETERBOROUGH,2018-2019,-7.0
10205,PIONEER BAY,2018-2019,1.0
10206,PLENTY,2018-2019,-4.0
10207,POINT COOK,2018-2019,1.0
10208,POINT LONSDALE,2018-2019,-1.0
10209,POOWONG,2018-2019,41.0
10210,POREPUNKAH,2018-2019,15.0
10211,PORT ALBERT,2018-2019,4.0
10212,PORT FAIRY,2018-2019,-3.0
10213,PORT FRANKLIN,2018-2019,18.0
10214,PORT MELBOURNE,2018-2019,-8.0
10215,PORT WELSHPOOL,2018-2019,7.0
10216,PORTARLINGTON,2018-2019,-3.0
10217,PORTLAND,2018-2019,14.0
10218,PORTLAND NORTH,2018-2019,-25.0
10219,PORTSEA,2018-2019,-11.0
10220,PRAHRAN,2018-2019,-4.0
10221,PRESTON,2018-2019,-4.0
10222,PRINCES HILL,2018-2019,23.0
10223,PYRAMID HILL,2018-2019,20.0
10224,QUARRY HILL,2018-2019,-3.0
10225,QUEENSCLIFF,2018-2019,0.0
10226,RAINBOW,2018-2019,-24.0
10227,RAWSON,2018-2019,-5.0
10228,RAYMOND ISLAND,2018-2019,-17.0
10229,RED CLIFFS,2018-2019,3.0
10230,REDAN,2018-2019,8.0
10231,RESEARCH,2018-2019,2.0
10232,RESERVOIR,2018-2019,-5.0
10233,RHYLL,2018-2019,-14.0
10234,RICHMOND,2018-2019,-4.0
10235,RIDDELLS CREEK,2018-2019,3.0
10236,RINGWOOD,2018-2019,-10.0
10237,RINGWOOD EAST,2018-2019,-8.0
10238,RINGWOOD NORTH,2018-2019,-5.0
10239,RIPPLESIDE,2018-2019,8.0
10240,ROBINVALE,2018-2019,2.0
10241,ROCHESTER,2018-2019,8.0
10242,ROCKBANK,2018-2019,-1.0
10243,ROMSEY,2018-2019,6.0
10244,ROSANNA,2018-2019,-5.0
10245,ROSEBUD,2018-2019,-8.0
10246,ROSEBUD SOUTH,2018-2019,-4.0
10247,ROSEDALE,2018-2019,-12.0
10248,ROWVILLE,2018-2019,-2.0
10249,ROXBURGH PARK,2018-2019,-1.0
10250,RUSHWORTH,2018-2019,0.0
10251,RUTHERGLEN,2018-2019,4.0
10252,RYE,2018-2019,-2.0
10253,SAFETY BEACH,2018-2019,-8.0
10254,SAILORS GULLY,2018-2019,-3.0
10255,SALE,2018-2019,6.0
10256,SAN REMO,2018-2019,8.0
10257,SANCTUARY LAKES,2018-2019,-2.0
10258,SANDHURST,2018-2019,-3.0
10259,SANDRINGHAM,2018-2019,-11.0
10260,SANDY POINT,2018-2019,0.0
10261,SASSAFRAS,2018-2019,7.0
10262,SCORESBY,2018-2019,-8.0
10263,SEA LAKE,2018-2019,-9.0
10264,SEABROOK,2018-2019,-7.0
10265,SEAFORD,2018-2019,-6.0
10266,SEAHOLME,2018-2019,0.0
10267,SEASPRAY,2018-2019,26.0
10268,SEBASTOPOL,2018-2019,9.0
10269,SEDDON,2018-2019,-6.0
10270,SELBY,2018-2019,-6.0
10271,SEVILLE,2018-2019,-2.0
10272,SEVILLE EAST,2018-2019,5.0
10273,SEYMOUR,2018-2019,2.0
10274,SHEPPARTON,2018-2019,3.0
10275,SHEPPARTON NORTH,2018-2019,18.0
10276,SHOREHAM,2018-2019,29.0
10277,SILVERLEAVES,2018-2019,-14.0
10278,SKENES CREEK,2018-2019,15.0
10279,SKIPTON,2018-2019,25.0
10280,SKYE,2018-2019,-2.0
10281,SMITHS BEACH,2018-2019,6.0
10282,SMYTHESDALE,2018-2019,17.0
10283,SOLDIERS HILL,2018-2019,7.0
10284,SOMERS,2018-2019,7.0
10285,SOMERVILLE,2018-2019,-2.0
10286,SORRENTO,2018-2019,6.0
10287,SOUTH DUDLEY,2018-2019,26.0
10288,SOUTH GEELONG,2018-2019,4.0
10289,SOUTH KINGSVILLE,2018-2019,-14.0
10290,SOUTH MELBOURNE,2018-2019,-8.0
10291,SOUTH MORANG,2018-2019,-1.0
10292,SOUTH YARRA,2018-2019,-4.0
10293,SPOTSWOOD,2018-2019,-11.0
10294,SPRING GULLY,2018-2019,-3.0
10295,SPRINGVALE,2018-2019,-5.0
10296,SPRINGVALE SOUTH,2018-2019,-6.0
10297,ST ALBANS,2018-2019,-6.0
10298,ST ALBANS PARK,2018-2019,-6.0
10299,ST ANDREWS BEACH,2018-2019,3.0
10300,ST ARNAUD,2018-2019,21.0
10301,ST HELENA,2018-2019,-1.0
10302,ST KILDA,2018-2019,-9.0
10303,ST KILDA EAST,2018-2019,-4.0
10304,ST KILDA WEST,2018-2019,7.0
10305,ST LEONARDS,2018-2019,-2.0
10306,STANHOPE,2018-2019,8.0
10307,STAWELL,2018-2019,-1.0
10308,STRATFORD,2018-2019,23.0
10309,STRATHDALE,2018-2019,8.0
10310,STRATHFIELDSAYE,2018-2019,7.0
10311,STRATHMERTON,2018-2019,4.0
10312,STRATHMORE,2018-2019,-3.0
10313,STRATHMORE HEIGHTS,2018-2019,-10.0
10314,STRATHTULLOH,2018-2019,21.0
10315,STUDFIELD,2018-2019,-10.0
10316,SUNBURY,2018-2019,-2.0
10317,SUNDERLAND BAY,2018-2019,-9.0
10318,SUNNYCLIFFS,2018-2019,10.0
10319,SUNSET STRIP,2018-2019,18.0
10320,SUNSHINE,2018-2019,-2.0
10321,SUNSHINE NORTH,2018-2019,-8.0
10322,SUNSHINE WEST,2018-2019,0.0
10323,SURF BEACH,2018-2019,6.0
10324,SURREY HILLS,2018-2019,-1.0
10325,SWAN HILL,2018-2019,7.0
10326,SYDENHAM,2018-2019,-3.0
10327,SYNDAL,2018-2019,0.0
10328,TALLANGATTA,2018-2019,3.0
10329,TARNEIT,2018-2019,-2.0
10330,TATURA,2018-2019,11.0
10331,TAWONGA,2018-2019,30.0
10332,TAWONGA SOUTH,2018-2019,29.0
10333,TAYLORS HILL,2018-2019,-3.0
10334,TAYLORS LAKES,2018-2019,-2.0
10335,TECOMA,2018-2019,-5.0
10336,TEMPLESTOWE,2018-2019,-2.0
10337,TEMPLESTOWE LOWER,2018-2019,-6.0
10338,TERANG,2018-2019,-2.0
10339,THE BASIN,2018-2019,2.0
10340,THE HONEYSUCKLES,2018-2019,16.0
10341,THE PATCH,2018-2019,3.0
10342,THOMASTOWN,2018-2019,-7.0
10343,THOMSON (GREATER GEELONG),2018-2019,-3.0
10344,THORNBURY,2018-2019,-1.0
10345,THORNHILL PARK,2018-2019,1.0
10346,TIMBOON,2018-2019,5.0
10347,TONGALA,2018-2019,-15.0
10348,TOONGABBIE,2018-2019,-4.0
10349,TOORA,2018-2019,14.0
10350,TOORADIN,2018-2019,0.0
10351,TOORAK,2018-2019,-7.0
10352,TOOTGAROOK,2018-2019,-3.0
10353,TORQUAY,2018-2019,1.0
10354,TRAFALGAR,2018-2019,6.0
10355,TRARALGON,2018-2019,9.0
10356,TRARALGON EAST,2018-2019,11.0
10357,TRAVANCORE,2018-2019,-24.0
10358,TRENTHAM,2018-2019,2.0
10359,TRUGANINA,2018-2019,0.0
10360,TULLAMARINE,2018-2019,-8.0
10361,TYABB,2018-2019,6.0
10362,TYLDEN,2018-2019,-2.0
10363,UPPER FERNTREE GULLY,2018-2019,-8.0
10364,UPWEY,2018-2019,-1.0
10365,VENTNOR,2018-2019,9.0
10366,VENUS BAY,2018-2019,8.0
10367,VERMONT,2018-2019,-4.0
10368,VERMONT SOUTH,2018-2019,1.0
10369,VIEWBANK,2018-2019,-1.0
10370,VIOLET TOWN,2018-2019,19.0
10371,WAHGUNYAH,2018-2019,48.0
10372,WALKERVILLE,2018-2019,26.0
10373,WALLAN,2018-2019,-3.0
10374,WALLAN EAST,2018-2019,-8.0
10375,WANDANA HEIGHTS,2018-2019,10.0
10376,WANDIN NORTH,2018-2019,-6.0
10377,WANGARATTA,2018-2019,0.0
10378,WANTIRNA,2018-2019,-6.0
10379,WANTIRNA SOUTH,2018-2019,-1.0
10380,WARBURTON,2018-2019,4.0
10381,WARNEET,2018-2019,-4.0
10382,WARRACKNABEAL,2018-2019,5.0
10383,WARRAGUL,2018-2019,2.0
10384,WARRANDYTE,2018-2019,-11.0
10385,WARRANWOOD,2018-2019,-7.0
10386,WARRNAMBOOL,2018-2019,6.0
10387,WATERWAYS,2018-2019,14.0
10388,WATSONIA,2018-2019,-7.0
10389,WATSONIA NORTH,2018-2019,-6.0
10390,WATTLE GLEN,2018-2019,-4.0
10391,WAURN PONDS,2018-2019,3.0
10392,WEDDERBURN,2018-2019,7.0
10393,WEIR VIEWS,2018-2019,-2.0
10394,WENDOUREE,2018-2019,3.0
10395,WENDOUREE WEST,2018-2019,5.0
10396,WERRIBEE,2018-2019,0.0
10397,WERRIBEE SOUTH,2018-2019,1.0
10398,WESBURN,2018-2019,14.0
10399,WEST FOOTSCRAY,2018-2019,-10.0
10400,WEST MELBOURNE,2018-2019,-21.0
10401,WEST WODONGA,2018-2019,7.0
10402,WESTALL,2018-2019,-9.0
10403,WESTGARTH,2018-2019,-12.0
10404,WESTMEADOWS,2018-2019,0.0
10405,WHEELERS HILL,2018-2019,-10.0
10406,WHITE HILLS,2018-2019,5.0
10407,WHITTINGTON,2018-2019,-4.0
10408,WHITTLESEA,2018-2019,0.0
10409,WILLAURA,2018-2019,-6.0
10410,WILLIAMS LANDING,2018-2019,-4.0
10411,WILLIAMSTOWN,2018-2019,-6.0
10412,WILLIAMSTOWN NORTH,2018-2019,6.0
10413,WIMBLEDON HEIGHTS,2018-2019,-6.0
10414,WINCHELSEA,2018-2019,10.0
10415,WINDSOR,2018-2019,-5.0
10416,WINTER VALLEY,2018-2019,7.0
10417,WODONGA,2018-2019,-6.0
10418,WOLLERT,2018-2019,1.0
10419,WONGA PARK,2018-2019,-3.0
10420,WONTHAGGI,2018-2019,11.0
10421,WOODEND,2018-2019,12.0
10422,WOOLAMAI WATERS,2018-2019,5.0
10423,WOORI YALLOCK,2018-2019,-2.0
10424,WY YUNG,2018-2019,11.0
10425,WYCHEPROOF,2018-2019,13.0
10426,WYE RIVER,2018-2019,49.0
10427,WYNDHAM VALE,2018-2019,-3.0
10428,YACKANDANDAH,2018-2019,5.0
10429,YALLAMBIE,2018-2019,-2.0
10430,YALLOURN NORTH,2018-2019,10.0
10431,YARRA GLEN,2018-2019,0.0
10432,YARRA JUNCTION,2018-2019,2.0
10433,YARRAGON,2018-2019,5.0
10434,YARRAM,2018-2019,10.0
10435,YARRAVILLE,2018-2019,-7.0
10436,YARRAWONGA,2018-2019,9.0
10437,YEA,2018-2019,11.0
10438,YINNAR,2018-2019,4.0
10439,ABBOTSFORD,2009-2019,58.0
10440,ABERFELDIE,2009-2019,77.0
10441,AINTREE,2009-2019,
10442,AIREYS INLET,2009-2019,91.0
10443,AIRPORT WEST,2009-2019,73.0
10444,ALBANVALE,2009-2019,83.0
10445,ALBERT PARK,2009-2019,87.0
10446,ALBION,2009-2019,93.0
10447,ALEXANDRA,2009-2019,48.0
10448,ALFREDTON,2009-2019,60.0
10449,ALLANSFORD,2009-2019,24.0
10450,ALPHINGTON,2009-2019,88.0
10451,ALTONA,2009-2019,77.0
10452,ALTONA EAST,2009-2019,95.0
10453,ALTONA MEADOWS,2009-2019,76.0
10454,ALTONA NORTH,2009-2019,88.0
10455,ANGLESEA,2009-2019,77.0
10456,APOLLO BAY,2009-2019,39.0
10457,ARARAT,2009-2019,36.0
10458,ARDEER,2009-2019,84.0
10459,ARMADALE,2009-2019,53.0
10460,ARMSTRONG CREEK,2009-2019,
10461,ASCOT (GREATER BENDIGO),2009-2019,49.0
10462,ASCOT VALE,2009-2019,74.0
10463,ASHBURTON,2009-2019,109.0
10464,ASHWOOD,2009-2019,72.0
10465,ASPENDALE,2009-2019,82.0
10466,ASPENDALE GARDENS,2009-2019,69.0
10467,ATTWOOD,2009-2019,58.0
10468,AVENEL,2009-2019,74.0
10469,AVOCA,2009-2019,65.0
10470,AVONDALE HEIGHTS,2009-2019,76.0
10471,AVONSLEIGH,2009-2019,72.0
10472,BACCHUS MARSH,2009-2019,79.0
10473,BADGER CREEK,2009-2019,87.0
10474,BAIRNSDALE,2009-2019,26.0
10475,BALACLAVA,2009-2019,75.0
10476,BALCOMBE,2009-2019,106.0
10477,BALLAN,2009-2019,80.0
10478,BALLARAT CENTRAL,2009-2019,107.0
10479,BALLARAT EAST,2009-2019,76.0
10480,BALLARAT NORTH,2009-2019,80.0
10481,BALNARRING,2009-2019,112.0
10482,BALNARRING BEACH,2009-2019,80.0
10483,BALWYN,2009-2019,87.0
10484,BALWYN NORTH,2009-2019,73.0
10485,BANNOCKBURN,2009-2019,73.0
10486,BARANDUDA,2009-2019,27.0
10487,BARNAWARTHA,2009-2019,65.0
10488,BARWON HEADS,2009-2019,100.0
10489,BAXTER,2009-2019,88.0
10490,BAYSWATER,2009-2019,92.0
10491,BAYSWATER NORTH,2009-2019,87.0
10492,BEACONSFIELD,2009-2019,65.0
10493,BEACONSFIELD UPPER,2009-2019,109.0
10494,BEAUFORT,2009-2019,45.0
10495,BEAUMARIS,2009-2019,72.0
10496,BEEAC,2009-2019,32.0
10497,BEECHWORTH,2009-2019,82.0
10498,BELGRAVE,2009-2019,72.0
10499,BELGRAVE HEIGHTS,2009-2019,88.0
10500,BELGRAVE SOUTH,2009-2019,96.0
10501,BELL PARK,2009-2019,87.0
10502,BELL POST HILL,2009-2019,74.0
10503,BELLBRIDGE,2009-2019,27.0
10504,BELLFIELD (BANYULE),2009-2019,68.0
10505,BELMONT,2009-2019,89.0
10506,BENALLA,2009-2019,38.0
10507,BENDIGO,2009-2019,79.0
10508,BENTLEIGH,2009-2019,86.0
10509,BENTLEIGH EAST,2009-2019,88.0
10510,BERWICK,2009-2019,76.0
10511,BEULAH,2009-2019,-4.0
10512,BEVERIDGE,2009-2019,0.0
10513,BIRCHIP,2009-2019,73.0
10514,BIRREGURRA,2009-2019,85.0
10515,BITTERN,2009-2019,90.0
10516,BLACK HILL,2009-2019,105.0
10517,BLACK ROCK,2009-2019,42.0
10518,BLACKBURN,2009-2019,86.0
10519,BLACKBURN NORTH,2009-2019,87.0
10520,BLACKBURN SOUTH,2009-2019,90.0
10521,BLACKWOOD,2009-2019,42.0
10522,BLAIRGOWRIE,2009-2019,78.0
10523,BLIND BIGHT,2009-2019,72.0
10524,BONBEACH,2009-2019,69.0
10525,BONNIE DOON,2009-2019,130.0
10526,BONSHAW,2009-2019,
10527,BOOLARRA,2009-2019,42.0
10528,BOORT,2009-2019,75.0
10529,BORONIA,2009-2019,79.0
10530,BOTANIC RIDGE,2009-2019,48.0
10531,BOX HILL,2009-2019,96.0
10532,BOX HILL NORTH,2009-2019,98.0
10533,BOX HILL SOUTH,2009-2019,92.0
10534,BRAYBROOK,2009-2019,68.0
10535,BREAKWATER,2009-2019,84.0
10536,BRIAGOLONG,2009-2019,75.0
10537,BRIAR HILL,2009-2019,82.0
10538,BRIGHT,2009-2019,95.0
10539,BRIGHTON,2009-2019,53.0
10540,BRIGHTON EAST,2009-2019,59.0
10541,BROADFORD,2009-2019,87.0
10542,BROADMEADOWS,2009-2019,64.0
10543,BROOKFIELD,2009-2019,45.0
10544,BROOKLYN,2009-2019,63.0
10545,BROWN HILL,2009-2019,97.0
10546,BRUNSWICK,2009-2019,69.0
10547,BRUNSWICK EAST,2009-2019,57.0
10548,BRUNSWICK WEST,2009-2019,77.0
10549,BRUTHEN,2009-2019,22.0
10550,BULLEEN,2009-2019,72.0
10551,BUNDALONG,2009-2019,20.0
10552,BUNDOORA,2009-2019,76.0
10553,BUNINYONG,2009-2019,76.0
10554,BUNYIP,2009-2019,77.0
10555,BURNLEY,2009-2019,63.0
10556,BURNSIDE,2009-2019,75.0
10557,BURNSIDE HEIGHTS,2009-2019,69.0
10558,BURWOOD,2009-2019,73.0
10559,BURWOOD EAST,2009-2019,79.0
10560,CAIRNLEA,2009-2019,93.0
10561,CALIFORNIA GULLY,2009-2019,38.0
10562,CAMBERWELL,2009-2019,82.0
10563,CAMPBELLFIELD,2009-2019,67.0
10564,CAMPBELLS CREEK,2009-2019,102.0
10565,CAMPERDOWN,2009-2019,58.0
10566,CANADIAN,2009-2019,50.0
10567,CANN RIVER,2009-2019,20.0
10568,CANTERBURY,2009-2019,69.0
10569,CAPE PATERSON,2009-2019,73.0
10570,CAPE SCHANCK,2009-2019,81.0
10571,CAPEL SOUND,2009-2019,67.0
10572,CARISBROOK,2009-2019,99.0
10573,CARLTON,2009-2019,63.0
10574,CARLTON NORTH,2009-2019,98.0
10575,CARNEGIE,2009-2019,66.0
10576,CAROLINE SPRINGS,2009-2019,70.0
10577,CARRUM,2009-2019,77.0
10578,CARRUM DOWNS,2009-2019,80.0
10579,CASTERTON,2009-2019,48.0
10580,CASTLEMAINE,2009-2019,104.0
10581,CAULFIELD,2009-2019,75.0
10582,CAULFIELD EAST,2009-2019,61.0
10583,CAULFIELD NORTH,2009-2019,75.0
10584,CAULFIELD SOUTH,2009-2019,75.0
10585,CHADSTONE,2009-2019,75.0
10586,CHARLEMONT,2009-2019,0.0
10587,CHARLTON,2009-2019,65.0
10588,CHELSEA,2009-2019,78.0
10589,CHELSEA HEIGHTS,2009-2019,85.0
10590,CHELTENHAM,2009-2019,74.0
10591,CHELTENHAM EAST,2009-2019,76.0
10592,CHELTENHAM NORTH,2009-2019,56.0
10593,CHEWTON,2009-2019,100.0
10594,CHILTERN,2009-2019,-2.0
10595,CHIRNSIDE PARK,2009-2019,69.0
10596,CHUM CREEK,2009-2019,98.0
10597,CHURCHILL,2009-2019,24.0
10598,CLARINDA,2009-2019,71.0
10599,CLAYTON,2009-2019,97.0
10600,CLAYTON NORTH,2009-2019,142.0
10601,CLAYTON SOUTH,2009-2019,80.0
10602,CLIFTON HILL,2009-2019,80.0
10603,CLIFTON SPRINGS,2009-2019,74.0
10604,CLUNES,2009-2019,101.0
10605,CLYDE,2009-2019,61.0
10606,CLYDE NORTH,2009-2019,
10607,COBBLEBANK,2009-2019,
10608,COBDEN,2009-2019,32.0
10609,COBRAM,2009-2019,22.0
10610,COBURG,2009-2019,74.0
10611,COBURG EAST,2009-2019,76.0
10612,COBURG NORTH,2009-2019,79.0
10613,COCKATOO,2009-2019,100.0
10614,COHUNA,2009-2019,27.0
10615,COLAC,2009-2019,54.0
10616,COLDSTREAM,2009-2019,88.0
10617,COLERAINE,2009-2019,13.0
10618,COLLINGWOOD,2009-2019,72.0
10619,CONNEWARRE,2009-2019,95.0
10620,COOLAROO,2009-2019,66.0
10621,COONANS HILL,2009-2019,59.0
10622,COONGULLA,2009-2019,139.0
10623,CORINELLA,2009-2019,29.0
10624,CORIO,2009-2019,80.0
10625,CORONET BAY,2009-2019,78.0
10626,CORRYONG,2009-2019,66.0
10627,COWES,2009-2019,58.0
10628,COWES WEST,2009-2019,83.0
10629,CRAIGIEBURN,2009-2019,62.0
10630,CRANBOURNE,2009-2019,79.0
10631,CRANBOURNE EAST,2009-2019,72.0
10632,CRANBOURNE NORTH,2009-2019,78.0
10633,CRANBOURNE WEST,2009-2019,84.0
10634,CREMORNE,2009-2019,86.0
10635,CRESWICK,2009-2019,76.0
10636,CRIB POINT,2009-2019,89.0
10637,CROYDON,2009-2019,85.0
10638,CROYDON HILLS,2009-2019,76.0
10639,CROYDON NORTH,2009-2019,75.0
10640,CROYDON SOUTH,2009-2019,83.0
10641,CURLEWIS,2009-2019,
10642,DALLAS,2009-2019,56.0
10643,DALYSTON,2009-2019,87.0
10644,DANDENONG,2009-2019,74.0
10645,DANDENONG NORTH,2009-2019,78.0
10646,DARLEY,2009-2019,103.0
10647,DARTMOOR,2009-2019,6.0
10648,DAYLESFORD,2009-2019,103.0
10649,DEANSIDE,2009-2019,
10650,DEEPDENE,2009-2019,54.0
10651,DEER PARK,2009-2019,80.0
10652,DELACOMBE,2009-2019,50.0
